ship_mode,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order ID,Order Date,,,
Same Day,Consumer,United States,Chicago,Illinois,60623,Central,OFF-ST-6426-341,Office Supplies,Storage,Logitech Wireless Mouse,2949.6268,11,0,-1270.9539,US-2020-677453,09-10-2020,,,
Second Class,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-4118-480,Technology,Phones,Apple iPhone,2940.1076,9,0.8,680.6894,US-2021-424201,28-08-2022,,,
Second Class,Home Office,United States,Los Angeles,California,90036,West,TEC-MA-1203-121,Technology,Machines,Fellowes Binder,1884.9173,2,0,-569.3079,,,,,
Same Day,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-5770-383,Furniture,Furnishings,Logitech Wireless Mouse,978.0125,3,0.8,57.0944,US-2024-418719,06-09-2024,,,
Same Day,Consumer,United States,New York City,New York,10024,East,FUR-CH-1187-812,Furniture,Chairs,Eldon Fold N Roll Cart,212.1011,5,0.6,-72.1802,US-2024-492079,25-07-2022,,,
Second Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-ST-2449-963,Office Supplies,Storage,Cisco IP Phone,2744.4316,2,0.8,-1238.8847,US-2021-153538,09-05-2023,,,
First Class,Home Office,United States,Dallas,Texas,75220,Central,FUR-CH-6144-816,Furniture,Chairs,Eldon Fold N Roll Cart,1763.4399,1,0.1,84.5073,US-2022-453714,23-11-2020,,,
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,TEC-CO-7733-892,Technology,Copiers,Bush Somerset Bookcase,2082.1861,1,0,-869.486,US-2024-653676,20-07-2024,,,
Second Class,Corporate,United States,Newark,New Jersey,7114,East,TEC-PH-6424-450,Technology,Phones,Apple iPhone,1272.6557,12,0,-750.9449,US-2021-207877,25-04-2023,,,
Second Class,Home Office,United States,San Francisco,California,94109,West,OFF-AR-4163-128,Office Supplies,Art,Xerox 1967,1996.3166,12,0.3,-457.0842,US-2020-371292,20-03-2023,,,
Same Day,Home Office,United States,Newark,New Jersey,7114,East,FUR-BO-1505-605,Furniture,Bookcases,HP Officejet Printer,360.402,4,0,150.3947,US-2022-692287,05-09-2020,,,
Same Day,Corporate,United States,Detroit,Michigan,48227,Central,FUR-TA-6560-811,Furniture,Tables,Cisco IP Phone,2625.8362,7,0,-410.982,US-2024-199835,23-12-2022,,,
Second Class,Home Office,United States,Detroit,Michigan,48227,Central,FUR-BO-6942-347,Furniture,Bookcases,HP Officejet Printer,2969.1823,3,0.15,-935.465,US-2022-733081,11-10-2023,,,
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-BO-9973-448,Furniture,Bookcases,Apple iPhone,2453.3033,13,0.3,471.5184,US-2021-538224,28-06-2023,,,
Same Day,Consumer,United States,Newark,New Jersey,7114,East,TEC-MA-5297-338,Technology,Machines,Cisco IP Phone,2275.5428,7,0.45,268.8653,US-2020-659847,01-12-2020,,,
First Class,Corporate,United States,New York City,New York,ZIPCODE,East,OFF-ST-5062-169,Office Supplies,Storage,Eldon Fold N Roll Cart,621.8745,7,0.8,22.0889,US-2023-426327,21-05-2023,,,
First Class,Corporate,United States,San Francisco,California,94109,West,FUR-BO-3495-271,Furniture,Bookcases,Belkin Surge Protector,2194.5447,2,0.15,-197.9843,US-2020-418125,26-12-2020,,,
First Class,Consumer,United States,Jacksonville,Florida,32216,South,TEC-MA-9271-984,Technology,Machines,Fellowes Binder,1100.8468,4,0.4,-430.1302,US-2021-550723,08-01-2021,,,
Same Day,Home Office,United States,New York City,New York,10024,East,FUR-TA-7982-997,Furniture,Tables,Bush Somerset Bookcase,288.2118,13,0.8,-47.2306,US-2024-546268,11-04-2022,,,
Same Day,Home Office,United States,Houston,Texas,77036,Central,OFF-PA-6862-103,Office Supplies,Paper,Cisco IP Phone,1298.1318,5,0.45,220.8407,US-2024-584661,15-08-2024,,,
Same Day,Home Office,United States,Seattle,Washington,98103,West,OFF-PA-1225-305,Office Supplies,Paper,HP Officejet Printer,233.9997,2,0,-82.7912,US-2023-485182,16-12-2021,,,
First Class,Home Office,United States,Jacksonville,Florida,32216,South,TEC-CO-5224-907,Technology,Copiers,Hon Deluxe Fabric Chair,2430.8324,6,0.4,840.0193,US-2023-869935,07-08-2023,,,
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,OFF-AP-6116-567,Office Supplies,Appliances,Global Push Button Manager Chair,2355.2589,9,0.6,-656.1906,US-2021-467964,08-07-2022,,,
Second Class,Consumer,United States,San Francisco,California,94109,West,TEC-MA-1620-197,Technology,Machines,Cisco IP Phone,2383.4689,3,0.15,218.417,US-2020-779487,17-04-2020,,,
Second Class,Home Office,United States,Jacksonville,Florida,32216,South,TEC-PH-4431-884,Technology,Phones,Fellowes Binder,2651.1183,5,0.4,-371.5649,US-2020-661489,19-09-2024,,,
Same Day,Home Office,United States,New York City,New York,10024,East,TEC-AC-2832-957,Technology,Accessories,Logitech Wireless Mouse,2203.433,8,0.8,175.5912,US-2022-195143,20-10-2024,TOO,MANY,COLUMNS
Same Day,Home Office,United States,New York City,New York,N/A_ZIP,East,TEC-MA-9600-346,Technology,Machines,Belkin Surge Protector,90.7287,1,0.45,11.0851,US-2020-240747,14-02-2022,,,
Same Day,Consumer,United States,Newark,New Jersey,7114,East,OFF-AP-6196-950,Office Supplies,Appliances,Xerox 1967,2270.822,8,0.3,-1168.2396,US-2020-792042,03-11-2024,,,
First Class,Home Office,United States,Los Angeles,California,90036,West,TEC-PH-7387-198,Technology,Phones,Hon Deluxe Fabric Chair,553.473,5,0,-118.7566,US-2024-636567,28-12-2021,,,
Standard Class,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-PA-9567-432,Office Supplies,Paper,HP Officejet Printer,2510.2762,12,0.2,-1406.0749,US-2024-586516,22-04-2024,,,
Standard Class,Home Office,United States,Los Angeles,California,90036,West,OFF-AR-3117-503,Office Supplies,Art,Fellowes Binder,2317.1056,13,0,214.6878,US-2022-660321,25-09-2020,,,
First Class,Corporate,United States,Jacksonville,Florida,32216,South,FUR-FU-2534-778,Furniture,Furnishings,Eldon Fold N Roll Cart,645.0223,7,0.8,-222.9037,US-2021-217772,24-09-2020,,,
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,OFF-AR-4440-775,Office Supplies,Art,Logitech Wireless Mouse,2634.1685,2,0.1,912.4073,US-2023-876989,10-03-2023,,,
Same Day,Consumer,United States,Henderson,Kentucky,42420,South,TEC-MA-3471-360,Technology,Machines,Bush Somerset Bookcase,1644.0981,6,0.6,-867.8061,US-2021-633027,08-11-2024,,,
Second Class,Corporate,United States,New York City,New York,10024,East,OFF-ST-7085-330,Office Supplies,Storage,Eldon Fold N Roll Cart,1868.2553,8,0.6,-999.7399,US-2024-419294,18-11-2020,,,
"Second Class,Corporate,Unclosed quote without termination,Dallas,Texas,75220
Same Day,Home Office,United States,Houston,Texas,77036,Central,OFF-AR-7393-227,Office Supplies,Art,Hon Deluxe Fabric Chair,2413.3591,12,0,-1307.9968,US-2020-599016,2022-08-03
Same Day,Consumer,United States,Fort Worth,Texas,76106,Central,OFF-BI-4300-503,Office Supplies,Binders,Xerox 1967,1997.6879,11,0.1,912.3092,US-2023-379618,2024-09-01
Standard Class,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-2555-736,Office Supplies,Storage,Fellowes Binder,25.8795,13,0,4.8507,US-2024-848935,2024-07-20
Standard Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,TEC-PH-9044-658,Technology,Phones,Newell 322,338.8938,10,0.45,-37.3282,US-2020-612855,2021-07-03
First Class,Consumer,United States,New York City,New York,10024,East,FUR-BO-6263-900,Furniture,Bookcases,HP Officejet Printer,319.0504,13,0.3,24.8009,US-2024-261058,2023-04-24
First Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-5950-244,Technology,Machines,Fellowes Binder,952.1167,7,0.8,181.1977,US-2023-168108,2023-10-11
Same Day,Corporate,United States,Houston,Texas,77036,Central,FUR-FU-9713-544,Furniture,Furnishings,Apple iPhone,151.4693,13,0,-0.0093,US-2023-556194,2021-09-15
Same Day,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-8700-923,Office Supplies,Binders,Xerox 1967,543.1306,14,0.2,198.431,US-2021-321702,2024-02-26
Standard Class,Consumer,United States,Houston,Texas,77036,Central,OFF-AP-2220-960,Office Supplies,Appliances,Logitech Wireless Mouse,656.3229,3,0.3,-53.5608,US-2020-226998,2021-12-11
First Class,Home Office,United States,Jacksonville,Florida,32216,South,OFF-BI-1414-268,Office Supplies,Binders,HP Officejet Printer,2006.5659,2,0.3,-700.4562,US-2021-826596,2022-06-25
First Class,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-6815-858,Office Supplies,Storage,Cisco IP Phone,1572.8128,4,0.45,-139.8744,US-2024-466805,2020-06-18
Standard Class,Corporate,United States,Houston,Texas,77036,Central,FUR-BO-9849-741,Furniture,Bookcases,Global Push Button Manager Chair,2615.8989,12,0,-1067.7633,US-2023-505006,2021-03-25
Second Class,Corporate,United States,New York City,New York,10024,East,FUR-CH-3003-800,Furniture,Chairs,Logitech Wireless Mouse,622.3636,12,0.6,207.2626,US-2022-668888,2023-03-03
Second Class,Corporate,United States,Jacksonville,Florida,32216,South,TEC-MA-3015-598,Technology,Machines,Apple iPhone,2339.4653,1,0,852.8961,US-2023-341789,2022-04-04
First Class,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-ST-1069-855,Office Supplies,Storage,Logitech Wireless Mouse,2103.3646,8,0.45,941.2784,US-2022-798967,2020-12-02
First Class,Corporate,United States,Seattle,Washington,98103,West,FUR-TA-8223-800,Furniture,Tables,HP Officejet Printer,2715.532,7,0,-911.5745,US-2023-486104,2020-06-10
First Class,Home Office,United States,Jacksonville,Florida,32216,South,TEC-PH-3930-428,Technology,Phones,Hon Deluxe Fabric Chair,2782.0948,6,0.4,44.3599,US-2023-853088,2022-10-08
Standard Class,Consumer,United States,San Francisco,California,94109,West,FUR-CH-4068-774,Furniture,Chairs,Apple iPhone,1446.8397,1,0,120.9696,US-2020-569877,2023-01-22
Standard Class,Corporate,United States,Henderson,Kentucky,42420,South,OFF-PA-6325-738,Office Supplies,Paper,Belkin Surge Protector,1059.4863,2,0.8,2.9635,US-2022-659349,2022-02-06,EXTRA_COLUMN_HERE,ANOTHER_EXTRA_VALUE
First Class,Corporate,United States,Dallas,Texas,75220,Central,FUR-FU-1016-467,Furniture,Furnishings,Newell 322,1530.4369,6,0,179.0926,US-2021-748500,2022-08-11
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-7956-884,Office Supplies,Paper,Newell 322,2325.5114,7,0,-779.8659,US-2020-353292,2020-06-04
Same Day,Corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-4189-470,Office Supplies,Storage,Newell 322,1468.1479,12,0.15,274.4733,US-2022-973250,2021-11-26
First Class,Corporate,United States,Columbus,Ohio,43229,East,FUR-TA-1369-767,Furniture,Tables,Newell 322,1419.329,10,0.6,460.7783,US-2023-435856,2020-03-22
First Class",Consumer,Unclosed quote without termination,Fort Worth,Texas,76106,,,,,,,,,,,,,,
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-9075-884,Furniture,Furnishings,Apple iPhone,457.9732,10,0.8,-132.5735,US-2024-233712,11-12-2023,,,
Second Class,Consumer,United States,Jacksonville,Florida,32216,South,OFF-ST-2898-641,Office Supplies,Storage,Xerox 1967,1190.3639,2,0.45,314.8103,US-2021-729907,25-01-2022,,,
Same Day,Home Office,United States,Chicago,Illinois,60623,Central,OFF-AR-3455-583,Office Supplies,Art,Global Push Button Manager Chair,1063.7589,3,0,-429.4765,US-2022-851662,24-11-2024,,,
First Class,Consumer,United States,Jacksonville,Florida,32216,South,OFF-AP-7786-651,Office Supplies,Appliances,Logitech Wireless Mouse,2325.726,5,0.4,-416.1807,US-2023-248913,27-05-2021,,,
Same Day,Corporate,United States,Henderson,Kentucky,42420,South,OFF-PA-4509-196,Office Supplies,Paper,HP Officejet Printer,235.2772,3,0.8,-25.9088,US-2023-817240,12-06-2020,,,
Standard Class,Corporate,United States,Henderson,Kentucky,42420,South,TEC-PH-3368-494,Technology,Phones,3M Storage Bin,2607.8326,2,0.3,911.5611,US-2022-321001,27-09-2023,,,
Second Class,Consumer,United States,Columbus,Ohio,43229,East,TEC-CO-2155-676,Technology,Copiers,Hon Deluxe Fabric Chair,1522.7383,N/A,0.1,127.6611,US-2024-471498,14-05-2024,,,
Second Class,Home Office,United States,Seattle,Washington,98103,West,TEC-PH-2159-349,Technology,Phones,Cisco IP Phone,2396.1251,8,0.2,-612.9869,US-2024-427442,TBD,,,
First Class,Corporate,United States,Fort Lauderdale,Florida,33311,South,OFF-AR-6789-772,Office Supplies,Art,Cisco IP Phone,569.5153,5,0.1,-193.4168,US-2020-110723,14-08-2022,,,
Standard Class,Corporate,United States,New York City,New York,10024,East,FUR-BO-3128-997,Furniture,Bookcases,Bush Somerset Bookcase,1115.966,1,0.45,-108.753,US-2020-460777,07-09-2022,,,
Second Class,Home Office,United States,Fort Worth,Texas,76106,Central,FUR-BO-3884-502,Furniture,Bookcases,Global Push Button Manager Chair,1206.2958,13,0,-255.5358,US-2021-442762,12-09-2020,,,
Same Day,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-5729-668,Office Supplies,Binders,Logitech Wireless Mouse,181.0829,6,0.6,-107.268,US-2023-505774,22-05-2021,,,
Same Day,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-6652-338,Furniture,Chairs,HP Officejet Printer,2026.0006,9,0.3,899.3742,US-2022-570401,21-06-2021,,,
Same Day,Consumer,United States,Newark,New Jersey,7114,East,FUR-BO-5557-908,Furniture,Bookcases,3M Storage Bin,1169.7849,6,0,439.9357,US-2024-246706,12-03-2020,,,
Standard Class,Corporate,United States,Seattle,Washington,UNKNOWN,West,FUR-CH-5572-884,Furniture,Chairs,Eldon Fold N Roll Cart,2771.5986,10,0.8,-598.2629,US-2023-679273,03-09-2021,,,
Second Class,Corporate,United States,Columbus,Ohio,43229,East,OFF-BI-2432-493,Office Supplies,Binders,Eldon Fold N Roll Cart,271.2262,12,0.8,-118.1337,US-2023-991367,28-11-2024,,,
Same Day,Corporate,United States,Jacksonville,Florida,32216,South,OFF-PA-2650-279,Office Supplies,Paper,Logitech Wireless Mouse,1852.1648,3,0,483.8037,US-2024-861329,13-04-2020,,,
First Class,Corporate,United States,New York City,New York,10024,East,FUR-FU-2013-662,Furniture,Furnishings,Newell 322,2917.0421,5,0,736.6776,US-2023-694071,24-10-2024,,,
Same Day,Corporate,United States,San Francisco,California,94109,West,OFF-AR-2509-364,Office Supplies,Art,Logitech Wireless Mouse,1434.642,4,0.6,-713.1382,US-2021-808570,27-11-2022,,,
First Class,Consumer,United States,Henderson,Kentucky,42420,South,TEC-MA-5325-855,Technology,Machines,Bush Somerset Bookcase,675.0433,5,0.45,124.2084,US-2022-258462,05-10-2021,,,
First Class,Home Office,United States,Jacksonville,Florida,32216,South,OFF-PA-3480-887,Office Supplies,Paper,Belkin Surge Protector,82.1747,14,0.3,-3.1066,US-2020-417088,19-06-2021,,,
First Class,Corporate,United States,Seattle,Washington,98103,West,TEC-PH-2209-983,Technology,Phones,Logitech Wireless Mouse,1201.2002,9,0.3,-446.3448,US-2021-146166,12-02-2024,,,
First Class,Corporate,United States,San Francisco,California,94109,West,FUR-TA-2592-793,Furniture,Tables,Xerox 1967,1017.3901,12,0.8,-205.1457,US-2023-984845,01-09-2021,,,
Standard Class,Consumer,United States,San Francisco,California,94109,West,TEC-CO-6592-144,Technology,Copiers,3M Storage Bin,814.7581,13,0.3,-221.1359,US-2023-662847,25-03-2021,,,
Second Class,Consumer,United States,Los Angeles,California,90036,West,TEC-CO-9526-871,Technology,Copiers,Global Push Button Manager Chair,2534.8959,10,0.1,199.0855,US-2023-339633,16-01-2020,,,
Second Class,Home Office,United States,San Francisco,California,94109,West,OFF-BI-4047-613,Office Supplies,Binders,Bretford Conference Table,182.7184,13,0.2,18.2739,US-2021-793825,09-04-2024,,,
Second Class,Consumer,United States,New York City,New York,10024,East,FUR-TA-7536-635,Furniture,Tables,Belkin Surge Protector,2897.4904,3,0.15,-19.7106,US-2024-830761,02-04-2022,,,
First Class,Corporate,United States,Detroit,Michigan,48227,Central,OFF-AP-3045-523,Office Supplies,Appliances,Global Push Button Manager Chair,909.3156,10,0.2,175.0553,US-2022-727660,28-11-2021,,,
Standard Class,Home Office,United States,Houston,Texas,77036,Central,TEC-MA-8436-493,Technology,Machines,Belkin Surge Protector,816.7445,7,0,-67.7662,US-2022-367847,14-06-2024,,,
Second Class,Consumer,United States,Dallas,Texas,75220,Central,TEC-PH-4528-812,Technology,Phones,Global Push Button Manager Chair,$1200,3,0,-119.6064,US-2022-395633,19-05-2022,,,
Same Day,Corporate,United States,Columbus,Ohio,43229,East,TEC-CO-4835-555,Technology,Copiers,Logitech Wireless Mouse,282.5571,10,0,-152.8119,US-2021-517785,12-07-2020,TOO,MANY,COLUMNS
First Class,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-9109-907,Furniture,Chairs,3M Storage Bin,292.7984,5,0,-48.8127,US-2024-117593,06-09-2021,EXTRA_COLUMN_HERE,ANOTHER_EXTRA_VALUE,
First Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-9654-649,Office Supplies,Paper,Global Push Button Manager Chair,1763.9471,1,0.45,131.6814,US-2020-395464,21-07-2022,,,
Same Day,Home Office,United States,Houston,Texas,77036,Central,FUR-CH-4375-573,Furniture,Chairs,Cisco IP Phone,1458.6332,2,0,-368.9272,US-2021-682021,23-09-2024,,,
Same Day,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-9307-288,Office Supplies,Binders,Logitech Wireless Mouse,1972.6607,13,0.6,653.533,US-2021-550048,19-07-2022,,,
Standard Class,Corporate,United States,Henderson,Kentucky,42420,South,FUR-FU-7834-240,Furniture,Furnishings,3M Storage Bin,2616.159,11,0.2,-675.9127,,,,,
First Class,Corporate,United States,Houston,Texas,77036,Central,FUR-CH-5321-241,Furniture,Chairs,Hon Deluxe Fabric Chair,61.9452,2,0.8,-12.967,US-2023-241891,02-07-2024,,,
Standard Class,Corporate,United States,San Francisco,California,94109,West,TEC-MA-8245-606,Technology,Machines,Bretford Conference Table,2877.161,7,0.3,15.0182,US-2024-122783,19-04-2021,,,
Standard Class,Consumer,United States,San Francisco,California,94109,West,TEC-MA-7333-583,Technology,Machines,Belkin Surge Protector,2372.1906,12,0.15,387.5315,US-2020-951542,12-04-2021,,,
Second Class,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-5328-163,Office Supplies,Binders,HP Officejet Printer,906.2191,12,0.15,431.8567,US-2021-377867,23-12-2023,,,
Same Day,Corporate,United States,Newark,New Jersey,7114,East,TEC-CO-4195-202,Technology,Copiers,Newell 322,2792.5303,13,0,-1592.4155,US-2020-281746,27-10-2024,,,
First Class,Home Office,United States,Detroit,Michigan,48227,Central,OFF-AR-6049-396,Office Supplies,Art,Bush Somerset Bookcase,2057.7467,5,0.6,935.6103,US-2022-557473,02-07-2021,,,
First Class,Corporate,United States,Columbus,Ohio,43229,East,TEC-MA-1084-787,Technology,Machines,Global Push Button Manager Chair,1978.0547,7,ten_percent,617.5918,US-2021-964289,17-12-2021,,,
Same Day,Corporate,United States,Chicago,Illinois,60623,Central,TEC-MA-7891-941,Technology,Machines,Bush Somerset Bookcase,1157.9092,12,0,164.2828,US-2022-836556,15-11-2022,,,
Same Day,Home Office,United States,Columbus,Ohio,43229,East,FUR-CH-3796-379,Furniture,Chairs,Cisco IP Phone,2321.145,3,0,668.465,US-2023-373700,19-06-2021,,,
Standard Class,Consumer,United States,Newark,New Jersey,7114,East,TEC-CO-3609-524,Technology,Copiers,Cisco IP Phone,1137.9722,9,0.45,-435.1539,US-2022-276077,08-07-2023,,,
First Class,Corporate,United States,Henderson,Kentucky,42420,South,OFF-AP-2952-196,Office Supplies,Appliances,Eldon Fold N Roll Cart,2356.88,13,0.6,832.1541,US-2022-806834,24-01-2020,,,
Same Day,Consumer,United States,New York City,New York,10024,East,FUR-TA-1193-509,Furniture,Tables,Newell 322,2647.6617,4,0.8,-292.8044,US-2022-578645,18-07-2023,,,
"First Class,Home Office,Unclosed quote without termination,Seattle,Washington,98103
Second Class,Home Office,United States,New York City,New York,10024,East,OFF-AP-7979-179,Office Supplies,Appliances,Eldon Fold N Roll Cart,2615.1414,2,0.45,-1417.6804,US-2024-413926,2023-07-23
Second Class,Consumer,United States,Columbus,Ohio,43229,East,OFF-ST-4730-374,Office Supplies,Storage,Apple iPhone,2490.8306,8,0,1122.9805,US-2023-292009,2021-05-26
Same Day,Home Office,United States,Fort Lauderdale,Florida,33311,South,FUR-TA-7449-247,Furniture,Tables,Logitech Wireless Mouse,2459.6321,N/A,0.6,886.4191,US-2020-918203,2022-04-03
First Class,Home Office,United States,Newark,New Jersey,7114,East,TEC-PH-1214-743,Technology,Phones,Cisco IP Phone,1384.4616,7,0.1,-581.9375,US-2021-377735,2024-06-04
Same Day,Consumer,United States,San Francisco,California,94109,West,TEC-PH-4766-448,Technology,Phones,Apple iPhone,1504.9418,8,0,87.8471,US-2024-928534,2023-04-18
First Class,Corporate,United States,Los Angeles,California,90036,West,OFF-BI-9694-603,Office Supplies,Binders,Fellowes Binder,1629.0451,12,0,711.6656,US-2024-589123,2021-07-13
Second Class,Home Office,United States,Seattle,Washington,98103,West,FUR-TA-3416-654,Furniture,Tables,Apple iPhone,642.7975,12,0.3,166.5583,US-2020-865542,2023-02-01
First Class,Consumer,United States,Dallas,Texas,75220,Central,TEC-MA-2749-353,Technology,Machines,Global Push Button Manager Chair,1011.1963,1,0.1,-117.1597,US-2023-327703,2023-05-15
Second Class,Corporate,United States,New York City,New York,10024,East,OFF-PA-4776-561,Office Supplies,Paper,Eldon Fold N Roll Cart,176.7636,5,0,44.0811,US-2024-705388,2023-07-03
First Class,Consumer,United States,Newark,New Jersey,7114,East,TEC-PH-7014-506,Technology,Phones,Fellowes Binder,1183.523,3,0.3,90.638,US-2020-689033,2020-02-07
Standard Class,Home Office,United States,New York City,New York,10024,East,OFF-BI-2302-979,Office Supplies,Binders,Fellowes Binder,1138.3937,8,0.15,-511.2445,US-2022-418081,2023-07-25
Second Class,Home Office,United States,Detroit,Michigan,48227,Central,TEC-MA-3887-100,Technology,Machines,3M Storage Bin,1692.3638,10,0.2,-709.8419,US-2021-979356,2024-02-15
Second Class,Consumer,United States,Henderson,Kentucky,42420,South,TEC-AC-7306-632,Technology,Accessories,Fellowes Binder,586.6032,10,0.6,16.0459,US-2022-284228,2024-04-28
Same Day,Home Office,United States,Detroit,Michigan,48227,Central,OFF-AP-5406-717,Office Supplies,Appliances,Global Push Button Manager Chair,818.6118,6,0.2,-405.1822,US-2020-866316,2023-04-06
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-5311-867,Office Supplies,Art,Logitech Wireless Mouse,1790.0735,2,0,-993.5803,US-2022-495202,2024-11-14
Standard Class,Home Office,United States,New York City,New York,10024,East,TEC-PH-3140-876,Technology,Phones,Belkin Surge Protector,1728.8498,11,0,-198.0963,US-2022-615103,2022-08-09
Same Day,Corporate,United States,Henderson,Kentucky,42420,South,FUR-TA-3864-717,Furniture,Tables,Xerox 1967,697.0737,12,0.3,147.0653,US-2022-687827,2020-06-25
Same Day,Corporate,United States,Detroit,Michigan,48227,Central,TEC-MA-8409-656,Technology,Machines,Fellowes Binder,988.0346,5,0.8,-363.0758,US-2021-561440,2023-12-06
Standard Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,TEC-MA-6378-784,Technology,Machines,Logitech Wireless Mouse,1551.5401,5,0,49.5095,US-2020-134741,not-a-date
First Class,Consumer,United States,Dallas,Texas,75220,Central,FUR-CH-2062-409,Furniture,Chairs,Newell 322,2866.2694,8,0.1,-1090.2733,US-2022-691843,2020-07-12
First Class",Corporate,Unclosed quote without termination,Newark,New Jersey,7114,,,,,,,,,,,,,,
First Class,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-9281-994,Office Supplies,Storage,Bretford Conference Table,2644.4547,12,0.15,-1294.1812,US-2023-258202,24-04-2024,,,
Same Day,Consumer,United States,Newark,New Jersey,7114,East,FUR-TA-2447-154,Furniture,Tables,Fellowes Binder,29.4091,12,0.8,-6.8693,US-2023-475170,12-09-2024,,,
Second Class,Home Office,United States,Seattle,Washington,98103,West,OFF-AR-3238-455,Office Supplies,Art,Newell 322,2636.8862,10,0.4,-1578.9061,US-2022-327024,25-06-2023,,,
Same Day,Consumer,United States,Columbus,Ohio,43229,East,OFF-AR-4741-878,Office Supplies,Art,Global Push Button Manager Chair,368.723,5,0.6,-83.6245,US-2022-934269,19-01-2024,,,
Standard Class,Consumer,United States,Newark,New Jersey,7114,East,TEC-CO-3073-449,Technology,Copiers,Apple iPhone,60.8304,7,0,2.1525,US-2022-112167,19-01-2023,,,
First Class,Consumer,United States,New York City,New York,10024,East,FUR-CH-7118-675,Furniture,Chairs,Apple iPhone,1126.4239,2,0.3,-133.5219,US-2021-269115,23-06-2022,,,
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,OFF-AR-4109-137,Office Supplies,Art,Xerox 1967,1596.5159,7,0.15,86.377,US-2021-762830,23-01-2022,,,
Standard Class,Corporate,United States,San Francisco,California,94109,West,FUR-TA-9641-141,Furniture,Tables,Hon Deluxe Fabric Chair,884.7069,11,0,123.6336,US-2021-211602,14-12-2022,,,
Standard Class,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-1365-228,Office Supplies,Art,Bretford Conference Table,802.5334,6,0,351.9908,US-2020-286992,18-05-2024,,,
First Class,Home Office,United States,San Francisco,California,94109,West,TEC-CO-8966-410,Technology,Copiers,HP Officejet Printer,1104.8416,8,0.1,425.7448,US-2023-239183,15-04-2022,,,
Second Class,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-7862-552,Office Supplies,Storage,Fellowes Binder,2979.2228,11,0.8,-349.5906,US-2024-324652,15-01-2023,,,
First Class,Corporate,United States,Chicago,Illinois,60623,Central,TEC-CO-3638-261,Technology,Copiers,Bush Somerset Bookcase,1495.7697,3,0.4,-36.1427,US-2021-300236,19-07-2023,,,
Standard Class,Corporate,United States,Fort Lauderdale,Florida,33311,South,FUR-TA-6469-328,Furniture,Tables,Cisco IP Phone,1685.9108,12,0,-331.5266,US-2024-708355,04-09-2020,,,
First Class,Corporate,United States,Henderson,Kentucky,42420,South,OFF-BI-8269-364,Office Supplies,Binders,Eldon Fold N Roll Cart,1687.3579,13,0.3,-1010.6382,US-2020-108813,03-11-2023,,,
Same Day,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-3680-896,Furniture,Chairs,Eldon Fold N Roll Cart,2340.8105,9,0.4,-1266.5191,US-2021-589511,21-12-2022,,,
Same Day,Consumer,United States,Fort Lauderdale,Florida,33311,South,OFF-BI-9127-227,Office Supplies,Binders,Newell 322,1686.6005,10,0,-419.4777,US-2020-428496,15-08-2024,,,
Same Day,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-9272-707,Furniture,Furnishings,Belkin Surge Protector,1387.9552,12,0.2,-519.8976,US-2020-285002,14-09-2020,,,
Second Class,Home Office,United States,Jacksonville,Florida,32216,South,FUR-BO-1644-450,Furniture,Bookcases,Belkin Surge Protector,259.5837,6,0.6,83.2356,US-2024-397343,11-12-2024,,,
Second Class,Home Office,United States,Fort Lauderdale,Florida,33311,South,OFF-AP-3898-479,Office Supplies,Appliances,Fellowes Binder,740.4129,8,0.1,-19.2007,US-2023-343921,24-04-2023,,,
